"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Romania","ROU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-23000000","-47000000","207000000","-290000000","-46000000","102000000","-172000000","-591000000","-1295000000","-1643000000","184000000","1891000000","1870000000","2378000000","1994000000","1937000000","2433000000","4120000000","2434000000","-3521000000","-1245000000","-1481000000","-1243000000","-582000000","-1902000000","-2855000000","-2361000000","-3228000000","-1512000000","-1930000000","-3090000000","-2602000000","-4467000000","-6930000000","-10073167533.3343","-15033618153.4505","-24811183192.7468","-28102429497.6214","-11289682062.4502","-10755417173.1483","-10786737151.1344","-8705665053.90748","-1724618730.36358","-783649806.38243","-1444882298.75598","-1946138881.78602","-5303643904.64924","-8157208508.19505","-10282427907.8513","-10874898702.1338","-16177203806.5206","-19923067834.1444","-16939827223.2564",
"Russian Federation","RUS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11014080000","10652980000","15464730000","8212410000","12197530000","29970120000","52049520000","37160460000","34807650000","46684100000","72332370000","104559590000","123739550000","106729110000","157205870000","95630270000","120874760000","163398060000","145076240000","122306910000","133652970000","111245900000","66256050000","83234750000","164976050000","129328030000","76653160000","172794030000","293494039235.801","86344745619.0692",
"Rwanda","RWA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-941103243.065745","-1224722857.99541","-1253815282.9102","-1154648241.74298","-1325242910.72971","-1489712841.67107","-1539599265.47421","-1166689291.37218","-1298121022.54492","-1482482929.20155","-1648602394.27268","-1745970645.09709","-1984989565.16376","-2273994598.05972",
"South Asia","SAS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","1680473961.90321","2569513664.87101","5250109949.99855","25783098598.8121","18350514736.4443","19067988673.957","17489039214.1674","4744729346.40438","14621359169.8757","50971796743.3514","49318429874.375","9471523324.6152","-20461628903.3432","-19757019686.7602","-15145759995.433","-14599662731.8718","-11384000000","-8058666666.66667","-8199999999.99999","3501333333.33334","-14058666666.6667","-8764800000","-4653066666.66666","6234533333.33333","8575866666.66666","13828933333.3333","12638533333.3333","-862800000.00001","11548560000","29327466666.6667","25092746133.3333","28037200000","44231760000","65103253333.3333","104325120000","111862286596.9","103968941035.677","146169041653.333","39987598266.6667","87627967474.9333","178246906733.333","184213302925.49","157750352290.196","95966244483.2501","-29296857411.0667","2512457612.48266","38494342202.4893","105847721876.695","66885222484.4043","664277187.03624","72986051067.8821","187668311939.341","79409248022.9826",
"Sudan","SDN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-64324802.5563305","-128468108.951479","-288250000.665065","-498600000.9972","-881428828.159035","-206359699.660157","-263384615.384616","-106999999.999999","-106995105.188896","-274440000","-473653333.333334","-604444444.444444","-612166666.666666","-377800000","-956000000","-645400000","-266910000","-669000000","-557300000","-869270000","-969000000","-1324700000","-669200000","-179800000","-342100000","-1030730000","-787740000","-828830000","-2477690566.75834","-3699976520.17054","-1014022945.49312","1326815089.47756","-2047805936.56511","274460811.337636","-1379977.09696817","-5106165772.15506","-4709950986.25009","-4158965533.77839","-5250554114.3805","-4279483944.24953","-3935200023.62123","-3241606275.68062","-4685625502.3079","-5454158297.72246","-3606680948.16271","-5666885769.57708","",
"Senegal","SEN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-79184172.8166182","-93741440.5199763","-138229469.251838","-119993640.548753","-279895234.87011","-285067371.54215","-408084917.779977","-531922229.257689","-345428606.630859","-361039785.742302","-288014830.424985","-338153848.87964","-339006637.758708","-388535088.93208","-364044480.204713","-316637530.002038","-387233328.232149","-439514227.15431","-503944586.200818","-517299991.611323","-283589100.077858","-315296997.512954","-293039366.307266","-291476661.374298","-330650416.541355","-360117948.640963","-435907522.883718","-441219303.356247","-558099493.007178","-832712597.372973","-1013554811.65916","-1340652040.96105","-1635850079.46629","-2529784161.16289","-3534640927.24209","-2165924398.35281","-1990564715.87823","-2636048196.64959","-2984671612.56592","-3091588323.33272","-2932438127.78563","-2271452517.90923","-2086534060.04009","-2906141229.2163","-3673057356.20929","-3334165781.93887","-4563895368.22042","-5498031123.01766","","",
"Singapore","SGP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","-481422222.393395","-414264592.319104","-827702240.865218","-579850715.021942","-478379499.708445","-167254242.898024","-387858532.919915","-657144937.729556","-1026990212.27278","-764901015.139425","-665412787.492907","-305719221.175893","-513341407.276375","-384519237.382983","58325997.9377942","39506485.4897556","1793507832.59003","2496592331.78511","2536670589.96616","4589273827.09618","4842026642.65688","4552260013.02769","10500285607.8209","14737243143.1343","15768053998.4363","14747584841.3401","18428040921.7247","14673236483.9219","11853210335.0999","14812617467.2696","17051322982.2973","27295921783.9684","30345485866.3081","38200249639.8847","45646156750.8602","56581053479.0286","40002944930.3908","45619614148.2309","63099137641.2565","76981679928.6127","71489958547.0401","71092623671.3818","73803243755.1794","84076882512.3197","83617099679.4766","91482665604.5766","112079055485.88","111298077569.197","109808019617.199","157305040380.107","192075725338.491","187333143013.181",
"Solomon Islands","SLB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-20422412.2883575","-7454630.62916268","-3104843.92614907","-12476273.1426282","-4965562.54284638","-17111995.5648329","-34361248.4268862","-24096276.8213259","-18457922.2322844","-3611482.55268578","-34644215.8380393","-36807349.9891672","-35032342.6027995","-66938239.7899976","-68331219.6345056","-60582493.557508","-65199373.7913252","-27697141.4910693","-46051530.8683286","-56055883.7156899","-21345312.5458763","-21366333.0708496","-64918963.3950851","-17526193.682091","23335405.9840469","-43407939.1594535","-74889186.5943221","-68303352.5168227","-63969997.255796","-46271902.402047","-96892280.7852917","-100823937.114205","-139124873.171266","-133370318.415166","-119940173.265209","-232212467.050796","-72947873.0522184","-18617806.182274","-139031352.110158","-115938592.077101","-94369031.3038174","-71764593.3286207","-85208106.6607745","-67555003.5548165","-161616187.432648","-127426602.631852","-205803240.830267","-353282085.881172","-337585981.691658",
"Sierra Leone","SLE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-54688340.466288","-97894706.7599038","-166040263.693526","-195752010.083129","-138555958.789845","-185120833.981571","-33256774.4439207","-23586127.217605","-24243435.5009287","7158777.37366065","26032146.5578714","-16325233.4244905","-27313570.6414923","-5179409.5798828","14747540.2990297","-4471591.7869648","-71878373.5024422","-80118490.9293609","-131667393.096234","-224546543.105625","-72091759.1500613","-77352588.6757507","-159075820.518292","-194720200.752823","-194909844.61176","-237528363.601762","-227632445.374358","-151113705.413781","-191252008.017663","-132663532.014149","-159237861.006032","-261707767.412325","-381296414.948659","-715515814.415919","-1945470441.27068","-1264694608.15793","-502824867.553557","-1369209960.48259","-1447951542.09889","-634776943.216429","-750444292.544091","-855850487.985118","-1185573527.80576","-724488374.524695","-791819568.35733","-818449220.243249","-740500848.162943",
"El Salvador","SLV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","8360000","16840000","-285320000","9960000","43720000","-239040000","-235880000","-184720000","-265120000","-282840000","-164360129.014972","-311100000","-369280000","-703860000","-651063519.104402","-716557172.557167","-949905312.468857","-1013385987.37337","-1211742803.95245","-1583513397.74404","-1332495716.73329","-1295417558.88651","-1454483152.48428","-1538600000","-1974500000","-2182900000","-2104650000","-2393417959.63069","-2738945012.72861","-3166090000","-3800060000","-4505900000","-4889740000","-3198057250.07384","-3623906167.97331","-4323108759.90917","-4385543013.49576","-4618410153.40857","-4418568836.38847","-4011020503.82282","-3846089576.40031","-4111467489.96742","-4758306213.15005","-4411887021.63997","-4330543594.40157","-7132043364.63756","-8020395515.0071","-6403200722.98634",
"San Marino","SMR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118472967.034551","129620775.756554","181978126.82682","206942037.914639","289974277.242042","446726807.690789","",
"Somalia","SOM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10129243437.7465","-12795049317.3298","-7029431941.05099","-6267922590.51802","-7418732547.45396","-7106391499.32046","-5109389345.02999","-4838400878.01193","-3234473621.42863","-2447273760.132","-3435173093.51777","-4813258317.57493","-5159167604.62286","-4677231022.30625","-5441115647.71433","-7490310169.67688","-3873197336.55803",
"Sub-Saharan Africa (excluding high income)","SSA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1467336534.43501","-776950000","-424540000","458392000","-477150000","-251930000","-1900870000","615260000","-590878300","55845000",
"Sub-Saharan Africa","SSF","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","6554497.11053071","-4693018.6057127","-1356082.38754621","7414533.64477457","1590380.58208568","6035760.56083619","-1872228.39281544","-20466431.2866185","-26132598.3718058","-14878872.0320669","-19491077.3183452","-19325452.5498725","-20578396.6509583","-13952832.3924041","-11467011.5430645","-12425379.3446416","-14160000","","","","","","","-19997690","-15333835.7","-17430988.6460192","-21322686.6797854","-28024614.828207","-25627521.9269449","-31371449.7350222","-38808640.2389741","-36719925.1044865","-60888226.5759207","-70024544.8182279","-96082709.0586429","-83137191.6380758","-96204011.9233591","-117739303.300515","-110750661.660894","-127757245.696384","-142099353.237381","-96054956.6176606","-88273069.5197772","-101032980.34917","-98899407.9265492","-117035999.922654","-110759703.813484","-125888217.837844","-122344817.152206","",
"Suriname","SUR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-128400000","239200000","249700000","213800000","12500000","668597840.323741","606113686.43078","282088349.510941","-131317402.507628","-417197854.42966","-838499615.988408","-95935803.986605","363505213.240581","166040948.596657","-125964881.921815","601336025.320573","423044484.249477","258026533.192935","329714270.303521",
"Slovak Republic","SVK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-639815652.393513","722386347.639689","311229344.844864","-2244614404.65639","-2011356105.36559","-2334234279.21477","-1053706300.94115","-459032794.221362","-1644062764.94015","-1704770079.23607","-407799314.645385","-1738016962.01881","-2652504894.73131","-2333414266.65632","-615579829.133818","-2236270617.46469","-863793098.356764","-970887815.969302","-462990160.615319","3766024391.23009","4522032674.18701","3624313601.41268","819420590.617768","1751456536.91394","1253622301.52814","1136117411.16827","-128060717.36208","1105649657.50483","-653299649.87964","-6953404615.75649","1342263643.62455",
"Slovenia","SVN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970600000","220500000","306300000","-371600000","-185700000","-138700000","-291900000","-880300000","-689300000","-117100000","336000000","-14100000","-406000000","-197600000","84666077.4807954","-597748578.794683","-1012134993.5267","709098523.063428","425138233.448914","297614450.986123","1456372349.37835","2826609320.54319","3507065430.84135","3464104222.58264","3843577806.58721","4386490149.42191","4601509909.12578","4708952405.24018","4855194078.30839","3665876181.43792","1352093114.6865","4351480551.44801",
"Sweden","SWE","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","-119848217.93429","552097602.931456","850408581.2561","1737935772.33681","-121637374.236897","364899742.577689","-729921798.335495","-852399387.143226","1618675440.33146","-546068411.817837","-1726908779.11143","335503812.966785","-609620322.828424","1967829177.55754","3381002757.56185","1824376961.45368","3235809030.43378","2797814947.09947","2637482547.64593","983144068.61972","70153192.9650536","3729753113.90065","3825511647.04395","6781942061.59244","8542057141.79032","14383610467.7643","16811305567.5979","16244548744.5836","15728309638.7104","16091289013.0473","16061659825.4707","18591350342.2175","16610629030.0304","18511561810.2044","26940503054.3399","24798839623.2915","29860287392.2435","31342881728.5442","31027233567.0197","21695731950.5644","23672379778.9129","28825149689.0499","28324831033.4835","23331945631.9762","18246315684.568","18118110226.2481","15274041856.9726","11547184497.3353","11014490874.811","23125394624.9601","23842043077.7926","29421276245.1314","14101779760.8508","25477719411.1204",
"Eswatini","SWZ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","61076386.3706085","42866352.3444689","21159999.9816","-4139999.99640001","-92574999.9195","-173510781.85344","-213781185.933639","-174913039.182051","-189534904.289986","-212727762.367096","-184168741.166352","-130243306.034292","-49369118.8870506","-1620798.61167957","-23444364.1705896","-19407647.3375015","-109843354.692837","-131531534.794111","-251085709.310116","-267463316.088923","-139128993.996186","-254223984.273873","-343866697.653269","-257126704.974759","-282215232.242795","-238018278.586258","-197789147.349226","-175922348.841358","-65115011.4413145","-17642094.2574106","-37102514.0297558","-378398011.593855","-342081098.15366","-323292385.163182","-435932848.532854","-483527662.826687","-562010006.230172","-376089570.839394","-201417708.225607","-77247436.2099292","-42690154.6252217","53319673.5564336","44939550.6046326","-32813553.1425917","-167569232.945301","123898878.526821","121627075.137628","-40789539.9773818","-193678628.939948","-176193859.438031",
"Sint Maarten (Dutch part)","SXM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55581005.5865921","139027932.960894","40061452.5139665","-55871508.3798884","82435754.1899442","33245810.0558659","-64961918.8491621","-419354168.793296","-146843456.776536","-233784224.083799","-211569874.798883","54478509.865922","15331593.0670392",
"Seychelles","SYC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-7049578.44147193","-7287348.75357824","-9262899.49983165","-17466766.9875822","-26894045.7803844","-26353536.2201844","-43232310.3383952","-32784114.0249285","-20258503.2354056","-26785643.5075033","-36187063.9704093","-28371025.6071096","-34888499.1904686","-41124522.6733981","-17938319.3364348","-13818848.247836","-14942978.3624343","9051374.75393349","35084052.6583843","14456186.7712448","-47333156.7174943","-61696164.042435","-96488313.646246","-102776122.662257","-20126669.454261","-133602581.344208","-46842042.470637","21033577.964903","-44403708.043168","-165223804.137843","-134144137.167478","-94914599.5505613","-182304974.57306","-141747147.957938","-206971922.661112","-238469933.205093","-182295460.976503","-90983596.082136","-211326650.927116","-123798049.191919","-21049602.0361189","-180771283.05251","83509890.0379729","59755616.801932","-92441576.3957477","-69833657.5146939","-50785647.2038258","-61816229.3400002",
"Syrian Arab Republic","SYR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-1420800000","-1462500000","-1621200000","-2053900000","-2575100000","-1907400000","-2400300000","-2246500000","-2408700000","-1458900000","-958400000","-608100000","1292900000","2074900000","1146200000","337500000","-106000000","-1023000000","216000000","-101000000","547000000","-3000000","255000000","1455000000","1511000000","1886000000","857000000","641500000","411000000","1289800000","327711651.95259","470912341.028691","-984870275.650419","196994859.35505","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156567928.14625","200004561.594179","303132102.355792","117739308.703048","282605275.224874","","","","","",
"Chad","TCD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-114885363.110195","-147973112.532423","-25634438.9350155","-8112474.4731487","-19007737.0562887","-43693629.9357402","-74294209.7263433","-71878981.2792049","-225705229.267011","-234659586.122859","-244040190.697408","-221693452.664368","-252595309.054195","-216480435.98599","-233407966.781214","-258115286.556909","-251445654.032811","-221376009.536166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","93280285.00795","-111738490.598899","-58007831.4653264","-116073902.562035","-247097504.767613","-273916649.159267","-141244144.2402","-85117124.9515781","-111069097.743045","-65369247.440331","-8076315.74548881","-66604644.6815789","-124820280.440868","-117390043.055295","-164147364.029223","-126206747.801327","-183916548.211104","-222394411.625407","-201766733.418104","-154879221.955941","-91582438.6894813","-205994839.739973","-212324277.185309","-187431455.515474","-206398226.514874","-160172654.28154","-178963070.129507","-217189378.75393","-210481283.200476","-266848667.887903","-342188480.538468","-357266979.016466","-382481491.823096","-465136579.887721","-532880602.979262","-495292846.015695","-532495307.103221","-806844878.15732","-542267971.51948","-856074516.964032","-824955001.350343","-918413325.893346","-821754289.343428","-501993343.801538","-626014179.841444","-595605803.867304","-667629634.161391","","","",
"Thailand","THA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-697964174.330011","-432938992.181746","-1098817985.59172","-1044632960.13518","-1867719322.40413","-2057156302.07204","-2236239088.15892","-671648785.238832","-2924159159.76323","-1843311425.47606","-1105431815.59855","839013638.695515","239422524.483925","-996268679.427438","-1963665351.97445","-6641008932.52669","-6756957091.15558","-5241280543.59085","-5698289716.85053","-7455697267.45511","-11954621688.6987","-12065858026.4771","-19674845.75763","17395214641.7141","15065652623.4086","10108591963.0594","6957320198.09323","7714145387.5403","8804114241.14767","6748293168.81163","-3470930000.00001","5667760000.00002","18682949999.9998","4451510000.00003","26976846652.0191","19684244161.8938","7632805084.44881","880051501.6122","7440895244.2498","23908777047.5981","41680325907.354","56051035537.6349","56877036176.0104","44922177603.4098","51047439795.3604","25932627082.8893","-597171025.96537","-10328988609.3451","10442602106.3156",
"Tajikistan","TJK","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-159641700","-152540100","-225118100","-893925948.256","-1338461736.506","-2618814302.89","-3311322296.855","-2234459025.862","-2501824054.50309","-2995301573.00434","-3674402732.32093","-4413283923.32512","-3362252177.59182","-2500212936.98429","-2027438335.39895","-1638943806.42397","-2105150990.26857","-2165340275.03577","-1716308299.75911","-2096987468.13405","-3508137350.39879","-3826437504.86308",
"Turkmenistan","TKM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-289383048.549047","-431764892.531948","-742716807.922695","-1096271466.10999","-1247864440.07642","-1764232468.0139","-1558194741.06832","-1116519110.61768","-1126455582.68145","-1228659498.09942","-1068796400","-1012875558.12092","-937852221.140324","-304334631.98147","114744367.892384","1473782542.71703","452593776.383558","-501904924.558793",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-2394560.38341701","-3702542.20610496","-3862527.04151622","-4515439.08127057","-7508591.05300092","-9881851.85616187","-9324520.38983442","-9984310.47664437","-14525245.3778404","-17661781.5916069","-26340768.3088066","-25169974.0577364","-33433968.8182231","-25103824.7103855","-23485242.7782488","-27965643.076279","-26538304.1258801","-43157832.1866468","-39081207.2600698","-32644819.8381734","-42825781.6319811","-41807587.6041562","-40484080.3784424","-55250523.5713453","","","","","","","-65048436.6642166","-67228553.8268586","-71016038.0094609","-80670861.6579645","-103789129.037299","-113732237.077624","-147529214.357089","-171969380.907535","-198289288.337164","-180663488.369665","-192276730.005313","-204929211.590683","-189023883.739549","-178654027.905329","-186642104.301609","-163189975.201124","-201023301.473995","-215473433.766685","-220521502.903227","-214982924.716985","-240769752.300846","-270380773.124863","-288116241.713066",
"South Asia (IDA & IBRD)","TSA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","434464487.418289","388909301.600329","391458333.496439","151916666.729971","259375000.108075","704500000.29354","665291666.943875","-579958333.574976","-785083333.660453","-114541666.666664","325714285.71429","-172944444.444449","72500000.000005","222595121.951224","346588235.294116","861929411.764698","435058823.529414","586611764.705884","434228746.879922","629543391.165713","688355840.503939","626221277.896071","-236240561.534538","-324468120.999178","392800000","1134900060.01781","921900049.252249","501700000","1607000000","2133958664.5938","4624246809.66517","8025822193.7939","6075060780.6821","9680128922.6859","2622876047.27209","5223027322.1487","7557512519.12247","6187027547.1859","7192195003.68176","5964004073.44222","2407442366.62006","-361238438.597955","1080826556.66377","2426307521.80506","1605385243.95971","-344819601.954503","2906273134.53272","6889486544.66923","2771695217.40653",
"Tunisia","TUN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-426797272.291522","-601468704.048184","-499794756.96029","-376418489.716563","-503760714.905005","-546775460.339592","-777060629.820439","-696852134.713129","-862475864.011197","-533256107.782969","-644812585.599815","-150845488.965652","6994603.4691292","-477183249.42832","-835673624.288424","-630528730.245281","-1223382203.29401","-1379837109.48202","-661358553.051614","-832143801.215966","-372916470.477446","-523551530.039412","-650727787.657249","-455225610.655652","-704757967.437168","-882038628.287444","-892572446.778583","-944539663.033991","-677497055.989721","-132877732.959946","-672789767.284611","-769417870.358929","-1366482479.69322","-1174131195.49721","-2114643006.84644","-3306190583.30473","-4149839670.91187","-4309090629.31181","-5350552962.1394","-4800815650.28994","-4575068667.46327","-5144900131.22953","-4976206258.68747","-3915823821.0245","-3368429350.47926","-4123466217.67132","-5198966231.99806","-2220904968.59434",
"Turkiye","TUR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-1874000000","-2921000000","-2849000000","-3906000000","-1924000000","-2247000000","-4461000000","-3068000000","-1741000000","-2217000000","-1924000000","-1376000000","-1428000000","-1044000000","2020000000","-162000000","-4482000000","-2126000000","-2269000000","-7340000000","2885000000","-3532000000","-3607000000","-4136000000","-520000000","-2269000000","-10682000000","5773000000","1495000000","-3017000000","-9706000000","-17064000000","-26990000000","-32739000000","-34009000000","-6036000000","-39580000000","-68872000000","-36659000000","-41986000000","-25425000000","-13068000000","-14545000000","-26948000000","-4310000000","25986000000","-22692000000","3299000000","-37490000000","-29641000000",
"Tuvalu","TUV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24766822.7199242","-16697895.4883712","-18394631.3658252","-22032363.2685932","-17585713.0289338","-18457188.2078866","-28357255.7707604","-35437146.7188962","-45172615.6154532","-38186368.7152104","-50283574.6471034","-24618807.9022671","-37364725.4502139","-40102214.9760931","-59835184.2181839","-47120301.4064091","-49723193.4592885","-47705825.7364484","-64233849.7164621","-53857480.2451788","-61216533.6123124","-55155781.6030925","",
"Tanzania","TZA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-70910344.3799","-165395770.6219","-631608975.6462","-512619232.4115","-636362065.1913","-515482067.327","-617607690.4365","-380425596.8703","-430741061.663","-643817845.3645","-695699688.2128","-831663693.0859","-792540326.9293","-810235027.3725","-935639395.7117","-1024720054.7248","-1100232134.5546","-1256221665.0045","-874960725.2506","-874214415.4253","-794314713.8102","-715155575.4769","-1162345584.8438","-1008601956.5421","-689002427.5332","-442983959.593058","-244160607.074363","-490549900.855539","-842287442.092876","-1233237686.55781","-1667765483.88713","-2172024930.08374","-3096600480.99103","-2403363302.95343","-2684369999.1861","-4637338455.47745","-4002388940.85882","-5057876566.20485","-4934358522.59888","-2374224902.06515","-643404373.610813","-951865241.000374","-2138110389.24611","-745051645.543504","-595245885.422409","-1736406971.61126","-4688288595.63165","-2078437441.89751",
