"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Early-demographic dividend","EAR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","102500000","-183300000","-475400000","-255500000","-58700000","-261700000","-202000000","751000000","810000000","1055000000","415000000","-260000000","456000000","552000000","743000000","299000000","702000000","-240150000","-282690000","-511730000","493900000","-52070000","-1694900000","1136430000","979312539.140001","-928173118.1172","-1617937928.18765","-663826215.734583","-669610264.431713","-371492821.663804","463666781.816421","451552040.976116","-22738574.844665","-1138206484.2441","-3026431427.88118","-1865315381.93032","-1344390024.3915","-1948121490.64921","-1234170107.13079","-2455040236.51185","574904858.039604","-491496311.208492","-889824880.138191","40147552.879714","2499420730.93094","909618433.798005","-107856549.820066","109806009.915487",
"Egypt, Arab Rep.","EGY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-1911552374.52","-2718851031.08534","-3563142862.23306","-2910857147.0155","-3869428576.95633","-3642000005.20286","-4192285720.2747","-6322571432.33482","-5381285714.28571","-4192000000","-4094714285.71428","-5282857142.85709","-4801818181.81818","-4195500000","-2248000000","-2382000000","-3850000000","-3528000000","-3880000000","-4203000000","-6021400000","-8565000000","-6886100000","-6031000000","-4928900000","-3070500000","397900000","-399100000","-3610500000","-3872600000","-9298700000","-12461900000","-9233000000","-11031000000","-14328100000","-20199500000","-20530600000","-26829700000","-30369400000","-34677100000","-27349400000","-24708593000","-25428193000","-32380693000","-35699565000","-20848306000","-14047300000",
"Euro area","EMU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60002433630.5222","7216606539.3707","57838226680.0946","132119725760.678","138124835877.5","159718826097.642","106399015771.786","75348809179.0389","133661208992.71","27292202767.1877","121378590108.652","99337189995.814","112558825172.449","259558017896.615","340400130681.922","425752803060.681","462773150787.796","478906299233.258","525227577931.849","495417839697.647","413588217605.947","392547516574.415","477228177915.942","125948872082.766","411339189171.739",
"Eritrea","ERI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-261469468.870773","-200123556.036743","-328410448.673378","-363260042.003952","-403265102.431968","-406580686.37395","-585472074.313481","-546526908.455518","-402025655.068729","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-4490645954.62417","-4985991660.25523","-2878926354.02756","947431718.525009","317356389.363345","-5864272516.22569","-4496190326.26647","-3665235293.61116","-1577197352.67821","3179640063.87614","3412308494.07611","4655266431.51143","-291431443.7795","-4978925185.51358","-12771848313.7526","-17275201785.2476","-18426164798.9376","-17812850098.6919","-3454379110.95403","102136496.90562","-1090056713.7881","2884818093.28934","3828678156.63871","-1809459296.24757","-12253316341.6118","-17728761019.0998","-14353790989.8267","-14084882627.5741","-20111136438.4442","-39836029847.2581","-55410761942.106","-71686931444.7052","-85471111719.7054","-77546608602.9975","-13093157219.1369","-14962366973.4487","4550068631.56089","26980752077.6826","52139543021.8624","41989882719.6357","36343075303.3604","49525604695.837","48378026206.7495","39103466965.6774","41814797115.2323","19649900025.8494","14534303917.5323","12149032171.8074","63702074653.2855",
"Estonia","EST","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-47663786.2781215","-69651739.8148342","-251338707.79534","-286902959.1932","-500553151.05008","-532703884.949501","-545748692.080777","-305426438.129406","-181799741.351092","-129877512.464851","-518537516.905182","-836603350.000957","-949700084.039493","-704594343.022983","-1728295835.70902","-1964475152.05379","-960636223.447727","989300275.811456","1245764979.1407","1350581522.01102","385668930.319678","587031990.853499","869128638.279324","830131194.372668","791515521.748717","925084515.509006","730118035.757671","1176418475.06335","-416310163.40625","-529296352.622591","-476277970.696319","350690236.524602",
"Ethiopia","ETH","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-139227053.207356","-201932367.24731","-181449275.449975","-313140096.769633","-329855072.623118","-349661835.917711","-423236715.180308","-447681159.509526","-489613526.570048","-483236714.975845","-588260869.565217","-614396135.265701","-408260869.565217","-674299516.908213","-319275362.318841","-923521062.801932","-528920000","-569489613.667524","-678068226.753693","-557902907.360203","-416859713.624458","-863459802.11281","-912500603.004009","-628714042.589757","-1171640698.83904","-969768539.527303","-1345579460.09095","-2043010904.09603","-2965204869.90006","-3077631352.34684","-4254883059.53455","-6102643089.70036","-5612921591.28204","-5270419046.40243","-5923027740.74004","-8135008994.69496","-8134766074.83561","-11818125908.6127","-13853596898.1746","-14091223544.3954","-12672570623.198","-12304551192.7013","-11639029638.8924","-9455071323.93282","-11363400666.232","-13216642105.2216","-12086017008.9182",
"European Union","EUU","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-1736165619.94702","-638897356.29418","506467704.015518","1324236403.37151","584485986.233526","-505003967.962733","665619171.794317","401022677.936607","164003189.455494","1245209510.38128","379048210.110759","976683996.210305","324345689.369862","-473916346.702975","-2370745702.51608","-2275912527.64529","-1145210129.37269","1088481865.41415","4224687220.80975","5877879139.73526","10267857857.3228","9626845550.5749","9948921881.08699","11421491117.1127","11074053262.7108","12972883672.4604","13763770099.4632","13426695709.6185","12281727582.4146","13386670377.7013","9696388683.17434","9064644965.01792","12350966281.6864","10382835457.0152","5354045954.93265","3384996534.34346","-2134164029.81601","-4055943974.95969","-2663826149.84197","-2806235858.40577","-933949094.19716","-2501201519.53423","1014994073.29316","-2291417637.93039","1792953973.24134","828465000.5328","108592733.40555","-5573774399.06659","870993170.78422",
"Fiji","FJI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","-57900557.4473986","-42300115.7046312","-178405403.192258","-72486564.1280913","-60087294.2823046","-12035876.7103362","-4421118.79026812","2118520.94887072","32158002.9880145","45236583.1347485","26831460.6741574","-66513232.3067488","-48320719.4568832","-39454665.1149459","-121807656.759255","-60787159.5662939","-76297700.8769852","31924748.8063849","-20918835.6105078","-34376599.082284","19749952.4021071","-132989114.669313","-146677819.234425","-96107311.2502589","-159395341.831287","-347585387.304242","-284313205.91358","-549801675.099983","-446106772.1987","-589625236.505948","-290466410.886458","-199830957.181568","-221798950.69109","-121338442.958719","-529201389.565479","-297649060.425902","-165165713.090445","-191708790.325859","-265087976.148991","-432664838.940049","-569697168.20932","-747101832.430846","-1172500874.33141","-1057603378.32582","",
"France","FRA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","5224640222.46061","-1149036556.98026","1786599128.5837","9076970923.28324","6940828701.82359","-2718368612.81992","-2185369882.0678","-7643987880.97424","170696031.83757","4408261850.63534","4852844476.0093","8703260368.15091","2606972922.9412","3031316965.36855","3292588064.60403","2151443711.41902","6695752274.7736","21489459170.5193","24357080634.6992","25095487280.4917","28971201036.2201","31189392321.5964","43524973976.1098","42170696536.8382","37920062793.022","12920448306.6648","17867386311.9337","27607351106.5108","24042402513.7393","17355875954.8148","-283241312.9564","-8152873482.8608","-18508898565.2429","-41912581724.0709","-32833160279.7455","-43515092096.2023","-56663277933.5586","-37820646682.3386","-23354364363.2819","-28200678499.737","-9463888994.342","-12213190138.5204","-19613749658.1627","-28418466030.8179","-15554985769.9185","-45868544727.8588","-30254890619.4442","-71200178874.1518","-43852141214.0625",
"Faroe Islands","FRO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29560000","-21900000","-81010000","-11090000.0000001","4990000","-159170000","-64615977.3244727","-172903385.676909","-200462975.244664","-370321691.324904","-219599538.245316","-159618567.795385","-85019084.659307","-130430094.804958","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-163046000","-147969000","-162195900","-146114700","-132701600","-105076900","","","","","","","","","",
"Gabon","GAB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","342955861.72574","727100434.637603","933549862.942736","798398558.443723","681940766.980082","443991287.612589","403907329.532822","176845203.353656","-664037192.666034","-82984911.3888626","-193689256.322142","262532354.595294","918664517.285642","809267667.225817","795642325.915679","769522584.462776","981439826.182437","1222368541.44456","1688585468.23799","1282256762.90387","-26995426.8917661","1002242764.28938","1842798766.08088","1224852434.54511","947929960.042929","1468493701.12259","2073131728.77491","3209590992.32943","","4131205893.95014","5460105498.17715","2390236893.99289","4416815244.23446","4261865317.20349","3999940172.41057","2879762553.9664","2204528794.45527","340696876.815891","","","","","","","","",
"United Kingdom","GBR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","976799219.928133","1855091507.83698","-285446497.453849","-4575450167.24174","-9991158711.28969","-4370521412.33688","-2740705893.42899","1652748168.21366","4062834504.03801","1330707128.9274","11871974873.7223","14663476801.7272","8474568900.9333","3423207216.60918","-1513312661.84175","4394278996.3691","-4959748573.50266","-8092381167.58446","-30349025915.158","-34627367841.3538","-24863350099.978","-10890061878.6002","-13628007847.2967","-9577637335.35282","-6980831142.06133","-4886522252.2228","-3662771031.52327","2898078057.98985","-11830609610.175","-17190105957.2593","-19772180734.9836","-28424683613.5515","-42325996544.2745","-43637844626.19","-55764002611.4394","-54361679069.3336","-50957936991.045","-59999761250.0614","-52184375242.9011","-30179304571.7578","-38934535218.985","-21211673603.3352","-26805596415.6063","-39792666336.3403","-59357376064.4184","-44424260097.0148","-50798842587.0321","-35924431558.9294","-39577861194.8046","-39829637744.0492","13846959465.6454","-6976068153.1843","-58861789738.0603","-18844535679.7825",
"Georgia","GEO","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-838100000","-674500000","-541000000","-463092788.25","-445748145.38","-443707082.69","-573281400.06","-846057003.48","-1115393322.21","-1876372880.54","-2716420112.73","-3812210232.44","-2065071548.1","-2079760021.4","-2745905483.83","-3117974693.26","-2089933391.945","-2979689101.23","-2547799840","-2310734036.03","-1784877513.46","-1871976601.56","-1615848784.48","-3040800416.16","-3064983354.59","-2425614320.72","-2642956941.05",
"Ghana","GHA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","9391356.00013292","-59043803.000175","-103391778.220753","-76832751.728887","98663332.0000005","32100000","-419800000","-106008912.000092","-157100000","-86300000","-166000000","-171720000","-295300000","-303700000","-398400000","-522300000","-554552000","-741100000","-965000000","-615500000","-537700000","-648650000","-957664000","-1119330000","-1452600000","-909624210.592011","-1175757882.44416","-757841454.6132","-962242396.544134","-1972288288.77","-2711715520.85246","-3176972981.76184","-4060700855.37747","-5495934199.0544","-3379970000","-4487950000","-4908642718.75231","-5187075383.07456","-6292080667.5828","-3985638963.27983","-4310463630.59344","-3066606286.82657","-1685930000","-705801830.224051","-1315920187.07099","-2468297849.29804","-2065731049.13918","-808449499.436949","-658958240.721018",
"Gibraltar","GIB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","2150000","63970000","-176960000","-92090000","-124340000","-210910000","-254030000","-169560000","-382850000","-310842000","-186842000","-93327000","-150916350","-197240780","-137665627.463024","-46985382.8452567","-200091000","-208600673.164596","-152720000","-101860000","-159920000","-260850000","-365490000","-268840000","-266830000","-1167460000","-1049090000","-872480000","-787280807.136714","-835638792.245089","-2670967516.5617","407430000","-104590000","-279370000","2682530000","4912760000","3149560000","3643100000",
"Gambia, The","GMB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","-56536145.706842","-59007131.8098902","-117746670.855687","-92529774.1562197","-45402724.4198731","-35632875.1587497","-5616538.5518919","-7296076.20246799","-8993539.35290423","-15881205.2366647","-8881371.65587878","-9305627.76961121","-25008274.5962177","-30758693.2267804","-17343181.6900519","-50888594.8739645","-32916670.7608577","-54730250.0390774","-73205808.0049411","-51441316.3183606","","","","","","-26001227.5748096","-69139882.7287082","-82954918.3856064","-115346815.377119","-108271606.444823","-40798052.8456296","-67247198.3597225","-52049381.4452785","-118898397.44442","-124718334.169732","-102691485.299838","-178863910.267865","-184412757.830034","-185187985.79074","-282514938.533408","-329207868.72397","-280340312.08944","-515297713.074472","-583577630.14394","-562139048.56999","-736150821.605541",
"Guinea-Bissau","GNB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","-57700000","-56300000","-55900000","-66500000","-55900000","-44600000","-60100000","-75651000","-62072000","-61377000","-93043000","-49239000","-42090000","-59660000","-57480000","-31780000","","","","-24634449.3854477","-25100855.2359194","-30504112.9144047","-43727738.5098216","-52876937.457928","-89058865.608796","-95710599.1023796","-112071251.325912","-134441138.87324","-128540778.594605","-57273428.1884633","-101225726.050187","-79124579.0563975","-117763772.439757","-49268060.3000329","-56490909.2136088","-71545590.4533736","-78704651.616768","-210399578.138755","-206849939.134919","-183258031.657011","-297833123.442601","",
"Equatorial Guinea","GNQ","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","-43958045.8844532","-54675499.0328668","-36290591.8704444","-46612711.4539904","-65496446.2870408","-33488003.6890626","-19508227.4280513","4592900.63638322","-102001724.05245","-296425138.512624","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","-1608000000","-1841000000","-1774000000","-2878000000","-3023000000","-3104000000","-2901000000","-2824000000","-2807000000","-3814000000","-2736000000","-2829000000","-3097000000","-4914000000","-6546000000","-5992700000","-6565000000","-5806000000","-5834000000","-9188000000","-10395000000","-10738000000","","-10694251751.7882","-12284230677.9712","-11223539207.7796","-11147091802.6451","-12580761258.1434","-12569191035.8461","-15079881453.3181","-24897011117.9851","-34234036426.2002","-39459031377.9514","-25077520775.813","-20250975319.8242","-17349218680.8901","-5996099810.51031","-6744497465.67563","-5246311025.79856","-1220057196.83558","-1713491791.60504","-1656289642.80928","-3935248275.21289","-2008001793.22068","-12736823985.0859","-16011319345.703","-21630962871.0373","-12016810527.7156",
"Grenada","GRD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-4033333.33333334","-6651851.85185185","-14511111.1111111","-21859259.2592593","-31759259.2592593","-39600000","-35800000","-29700000","-33737037.037037","-30659259.2592593","-35314814.8148148","-33703703.7037037","-43296296.2962963","-45707407.4074074","-52481481.4814815","-39059259.2592593","-48892592.5925926","-35148148.1481481","-45444444.4444444","-62477777.7777778","-73662962.962963","-87451851.8518519","-48270370.3703704","-85947834.3994455","-88040259.1836618","-91575117.8688981","-123987117.171396","-147598158.578154","-228164326.759475","-208432962.204906","-154440227.719041","-155695469.71661","-69954486.4394537","-84816776.6013315","-72375901.6706559","-38902159.9094096","-53043645.1949796","7997856.32687736","21948446.6162864","18122335.3735044","-5165241.44545412","-25475414.5156901","-15051707.325757","-116105777.449799","-83998147.7173719","-78968977.7777778","-121474714.814815",
"Greenland","GRL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-104800000","-368600000","-334900000","-229000000","-577900000","-348200000","-141800000","-199500000","-95900000","121700000","-456500000","-462000000","-437500000","-244200000","-340600000","-955400000","-946500000","-943900000","-904200000","-743600000","-1001500000","-1560700000","-1536300000","-1705300000","-2165258471.05178","-2892758264.46018","-3183177951.4661","-3875800000","-4332400000","-5111800000","-5797000000","-5983765870","-3816491970","-4746617860","-5432776290","-6504976940","-6714855160","-6707931330","-6358444100","-5854835050","-6499967660","-7819058970","-7928956720","-6553973700","-12097077680","-15798686090","-15696173600",
"Guam","GUM","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","-71960784.3419449","196078.431450166","-48901960.803491","-85137254.9353479","-129137777.823693","-84600000.0282","-99000000.0329998","-54572905.9022522","-51083585.8711678","","","","","","","-94968000","-101075000","-80755000","-79155000","8800000","-17000000","-39900000","-27500000.0000001","-71100000","-76000000","-47300000","-32599999.9999999","-54488600","-224474000","-327928000","-407615000","-635404841.447147","-513328342.049143","-629887423.13202","-777599521.10006","-809852522.182617","-837792301.576263","-869454097.71007","-480027711.028642","-257308535.871777","-573304030.657339","-1645440949.92156","-3219898305.68928","-957089887.510424","-1970918941.81827","4468703806.7696","",
"High income","HIC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905448442.07262","8557595861.11339","7566240165.08163","7945531725.00263","13569139873.7702","14685857314.1062","14729997088.653","22194383629.1008","21593613023.4157","22595345937.274","22326049073.8159","16850331869.7342","13434834429.6477","9562795338.19198","2973360215.27029","1658732094.6468","598619137.95912","7393299599.96328","7327348873.28332","3429559927.81999","-765449570.41404","5667629956.78216","6664182475.8456","20534613690.601","14701762132.2624","2755604119.25715",
"Honduras","HND","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","-123949999.974313","-101750000","-60900000","-74850000","-90200000","-93650000","-186400000","-178700000","-58000000","-113600000","-220600000","-177600000","-66400000","-123680000","-115050000","-125300000","-94300000","-123600000","-192100000","-274300000","-318200000","-217500000","-331900000","-319900000","-392300000","-781600000","-830947357.1642","-935871539.462411","-826672079.117501","-1182153838.4937","-1497531392.96595","-1725846067.60987","-2317433627.02835","-3392193628.73165","-4582491848.57541","-2563180428.01604","-2835884508.34842","-3572318710.69419","-3602944164.49666","-3814791368.69086","-3404150015.63264","-3394077720.60967","-3177734390.81037","-3528273160.7665","-4880010081.50178","-4581924949.78827","-3671066028.01901","-6816948631.03962","-8539783830.14649","-8087638362.41209",
"Heavily indebted poor countries (HIPC)","HPC","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428949821.600208","349535864.933269","-2180537358.18667","-1908337957.91164","-3359038637.24735","-1994802426.68471","-1634724463.27361","-981083212.222777","-1193518726.62775","-2488612765.41251","-3645351298.41863","-3598621897.40381","-4026839892.96346","-4228998809.10358","-5055607239.7718","-7067849448.62634","-3409457894.69465","-1141232642.89112","-974761970.060882","143883797.617261","-1168320592.90782","-235608383.279655","135058723.994966","670027610.234444","597359197.6782","-635942869.084438","-285756867.424282","-3949842622.79086","-1890863158.29718","-4862008577.20515","-1746312309.77123",
"Haiti","HTI","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","-10840000.002168","-15939941.2619234","-17979999.987934","-38859967.7781539","-53500000.0107","-70760000.014152","-88960000.017792","-97860000.019572","-115020000.023004","-175280000.035056","-275080000.055016","-196200000.03924","-207380000.041476","-207920000.017326","-219900000","-181420000","-181300000","-206120000","-211360000","-196600000","-307720000","-135840000","-174630000","-168390000","-609300000","-590310000","-512000000","-566740000","-720860000","-865020000","-871670000","-828940000","-947150000","-1048950000","-1247800000","-1452450000","-1605260000","-1936578267.73285","-1770211782.01867","-3270936821.80475","-3121749423.14127","-2867509299.48497","-2875659169.68821","-3091189340.75035","-2743160952.81264","-2623479470.87922","-3161714014.24954","-3637910897.67124","-3099262379.12064","-3159219178.16332","-3776202635.23933","-4095458391.29357","-4208501041.89886",
"Hungary","HUN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","519047625.561697","537998155.675158","822963834.760085","347031289.281197","-449007956.205414","246026543.232327","402989626.561161","675901010.177678","1018695669.14555","892199274.278595","753482565.482351","-3804941625.94471","-3557049002.99648","-53166840.743951","337291500.397754","627305660.595675","-761066372.881452","-1453683693.08902","-1757835489.2671","-611266659.179652","-1036386465.22009","-3299924957.38735","-3324647506.35355","-1161064741.79929","-1071137191.19014","682363947.07277","-31815533.00822","4537607199.28512","6151603581.22578","8063829114.76406","7681243577.10264","8545166611.17727","8056428130.80146","9498937690.29104","10668691941.1166","9266399894.73423","6672967934.7129","3687951612.76699","3028798451.44646","331813859.95446","-8282168971.72719","10642232379.0209",
"IBRD only","IBD","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","2257000000","-2465000000","-2802000000","2038000000","1531000000","-954000000","1299000000","2441000000","3100000000","1784000000","1059000000","2313000000","2344000000","1282000000","-1538000000","-2592000000","409000000","10819614426.8351","12865957536.7369","14619057986.5737","12316401091.3043","13131270332.3864","12455540664.1548","11341399488.3913","8411220328.28875","19786001791.3359","20911715981.289","9917758527.08662","21191036277.8746","21212148895.5807","24021724758.5102","-1884415529.34619","-6237109751.68573","-3027125054.37997","5351899012.23086","8234324959.97202","11434768728.767","-6713373307.24596","-4133324477.52494","18545794316.1108","29207502575.0116","42715082770.4782","28222396819.8564",
"IDA only","IDX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","-500017600.21568","702501190.097606","962429102.009108","-832488641.162021","-2258339165.54286","-5653548460.78432","-6162724658.73907","-5358708521.53588","-4512606726.85855","-4434193036.79073","-6134931259.68047","-6155516301.44596","-7042634826.62408","-8111530902.40676","-7844247653.11582","-6615557120.09499","-4011561595.14453","-4712170094.93306","-3482052608.17944","-6311718422.51494","-10211864221.3869","-13984314681.2341","-13360131754.4659","-13601016314.3159","-11441228840.35","-13143494265.9043","-9180938408.72283","-5122207191.98702","-8164091361.14741","-14960253367.7106","-27276336270.9111","-31769964257.3651","-38703712438.7177","-74360043516.2859","-67410018791.4033","-91023662478.7202","-106686782608.974","-136063399026.174","-92135051692.141","-67969807623.7704","-63249171394.8494","-41579206265.0142","-72211612625.3397","-105917684940.611","-73451671322.5905","-8342168263.9965","-74039374427.9022","-134660965222.853","-86329729820.33",
"Not classified","INX","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23568794531.6351","22888761351.9058","25499501757.0593","23713273170.1522","35648697991.4302","38453010693.2177","48813620873.011","39254072935.0494","47915777018.5939","50785853502.58","89757642558.2461","57046573634.8298","84190507317.3619","117584828243.654","20224413087.4171","92440995946.6744","222321232299.783","226351448198.918","181476445584.564",
"Iran, Islamic Rep.","IRN","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","7737000000","2856000000","-201000000","11540000000","-3042000000","-4066000000","5348000000","-253000000","-865000000","-769000000","-5454000000","-2230000000","-2010000000","-2939000000","-2551000000","-11576000000","-8630000000","-5723000000","4029000000","3840000000","5179000000","2079000000","-2135000000","6356000000","12224000000","","","","","","","","","","","","","","","","","","","","","","","",
